sim_id,hypothesis_id,p_value
3,3,0.8315753354715565
3,4,0.5533875675499997
3,5,0.7681655772449344
3,6,0.17149703014236758
3,7,0.5354041188171997
3,8,0.7746448491272897
3,9,0.20566535976272496
3,10,0.8925588184575365
3,11,0.707793920690009
3,12,0.7133169068336312
3,13,0.4105313755988926
3,14,0.9711383048039034
3,15,0.29637624620588854
3,16,0.19857729933296242
3,17,0.21562633216443533
3,18,0.0568533244016162
3,19,0.7774071884241656
3,20,0.0023344999564572245
3,21,0.8485949772537357
3,22,0.3270003936253453
3,23,0.6755287331240132
3,24,0.6813559976934327
3,25,0.006946890060408993
3,26,0.02642889426120185
3,27,0.6557244646597579
3,28,0.5508630388672225
3,29,0.613584528310049
3,30,0.4888281883651113
3,31,0.8097094296622218
3,32,0.737380370186934
3,33,0.11921297303347843
3,34,0.8366241374389826
3,35,0.04501520063335073
3,36,0.8237291356807982
3,37,0.7004053041473256
3,38,0.6183316878253159
3,39,0.7499726915148173
3,40,0.4493553756325134
3,41,0.3068116479954072
3,42,0.43560407467981394
3,43,0.09381508373124024
3,44,0.3981168309200338
3,45,0.7456251835715964
3,46,0.3072116109759574
3,47,0.6981479754316026
3,48,0.4109415529149624
3,49,0.12421030007431123
3,50,0.6903922938337
3,51,0.7856966348359575
3,52,0.6889727901096255
3,53,0.9788249634940813
3,54,0.325517093629596
3,55,0.9063131444821758
3,56,0.7016726325819419
3,57,0.3118862310218034
3,58,0.7683998001635056
3,59,0.9213592254830594
4,0,0.09778853499924284
4,1,0.4877614002955551
4,2,0.7443833050892034
4,3,0.27033835175369125
4,4,0.24084886589975849
4,5,0.4071787113789231
4,6,0.27996104329632465
4,7,0.4070653789983664
4,8,0.3551224074463547
4,9,0.6737199583544291
4,10,0.014714908773154373
4,11,0.5952182704218785
4,12,0.9882582797125138
4,13,0.47227985497042413
4,14,0.9237865719984383
4,15,0.43726030817515044
4,16,0.27058364865673096
4,17,0.24344194943468558
4,18,0.22403775338913834
4,19,0.169568296753606
4,20,0.5304214948010251
4,21,0.737558561134686
4,22,0.3561355718226472
4,23,0.9562192104259404
4,24,0.3970490536984522
4,25,0.27829135936519894
4,26,0.29612397856875156
4,27,0.5071734045641552
4,28,0.9394736794861644
4,29,0.08131173978270774
4,30,0.368162685604038
4,31,0.12804091934986092
4,32,0.6922360595503272
4,33,0.16083869442240148
4,34,0.4503236364330295
4,35,0.2754967650572494
4,36,0.35128217428383096
4,37,0.6464929262559536
4,38,0.049900864908869406
4,39,0.7879838422981601
4,40,0.4003054822046256
4,41,0.055301867771874055
4,42,0.9913615423337907
4,43,0.16367548143228408
4,44,0.6344374165995891
4,45,0.09098395745239315
4,46,0.34411653317388224
4,47,0.45813045362039295
4,48,0.10970371617664348
4,49,0.8862268069934949
4,50,0.5121345590131358
4,51,0.10766585202021324
4,52,0.8588367302555979
4,53,0.6573734567881657
4,54,0.8099653482244509
4,55,0.2407106660689574
4,56,0.9106554130393332
4,57,0.10826412652154163
4,58,0.8147938196130297
4,59,0.22956421571287852
5,0,0.8036935688088692
5,1,0.08956202538010136
5,2,0.978449857271744
5,3,0.4363634962421741
5,4,0.8908248339885272
5,5,0.3338177572555241
5,6,0.3050196365510847
5,7,0.18590913828525796
5,8,0.03375479816933141
5,9,0.03635813726522397
5,10,0.13926589838915188
5,11,0.6136927862921915
5,12,0.3906054490273252
5,13,0.2713403384838151
5,14,0.8493338019133034
5,15,0.8724722102002321
5,16,0.5257469920115542
5,17,0.8645239484836648
5,18,0.7073885204458322
5,19,0.782111717394554
5,20,0.9489872133128985
5,21,0.9875062212644882
5,22,0.3975550712966558
5,23,0.02431647834687604
5,24,0.2768640312877563
5,25,0.00800519187789454
5,26,0.5275839241990256
5,27,0.5393836466486637
5,28,0.9793117687675742
5,29,0.8348910363247972
5,30,0.3955620563612157
5,31,0.11973259813287658
5,32,0.05826698633794444
5,33,0.31188261908861364
5,34,0.6473100622156331
5,35,0.4698524408630542
5,36,0.7944835886513791
5,37,0.49910026516833306
5,38,0.34411272857257574
5,39,0.7547596584589165
5,40,0.9407459973093821
5,41,0.2828477462484133
5,42,0.07246194626360966
5,43,0.795137640839457
5,44,0.5079585723328007
5,45,0.5188684635988516
5,46,0.9275036640945281
5,47,0.4528787513518893
5,48,0.3092617585670998
5,49,0.8770823608671365
5,50,0.3416498039545853
5,51,0.11967723402182684
5,52,0.7812061039308154
5,53,0.9949586841802909
5,54,0.5957652630731511
5,55,0.07219127561911218
5,56,0.9972372016045026
5,57,0.9001413256221924
5,58,0.6292555787310042
5,59,0.9054656268549299
6,0,0.9547719672224962
6,1,0.6115747533200853
6,2,0.18339278058177655
6,3,0.022231018803195526
6,4,0.1421174632982919
6,5,0.07319462418273447
6,6,0.8059590162774105
6,7,0.34527317576433636
6,8,0.9050408102617726
6,9,0.6731117694071943
6,10,0.5251940202114126
6,11,0.21878304332335533
6,12,0.6268593087968415
6,13,0.8769037103040543
6,14,0.7422406085749621
6,15,0.11626349372038801
6,16,0.5499365229964862
6,17,0.3663593899444999
6,18,0.8676774071093699
6,19,0.750760781881008
6,20,0.8059558258983077
6,21,0.4063120122775392
6,22,0.9860667461777142
6,23,0.5657295420351178
6,24,0.3566478810944297
6,25,0.9483798046264147
6,26,0.221990245454368
6,27,0.3442325325555257
6,28,0.08267308497378506
6,29,0.2942604335512599
6,30,0.8651967447057235
6,31,0.24075059030952609
6,32,0.7711103259432527
6,33,0.6253803510227371
6,34,0.5600485363137316
6,35,0.6275219598671194
6,36,0.3566307228110909
6,37,0.4372405270491486
6,38,0.9207791762188152
6,39,0.8854855082617448
6,40,0.7766318252297408
6,41,0.9134670416904785
6,42,0.7629117935658607
6,43,0.20688320314631956
6,44,0.19997867263616517
6,45,0.09152469311445595
6,46,0.793129403212781
6,47,0.9598560012663603
6,48,0.706843828658752
6,49,0.09632263008809233
6,50,0.16961201722521754
6,51,0.7796871896894281
6,52,0.7379818848693173
6,53,0.6886356016633534
6,54,0.9331219046874966
6,55,0.0481312216440407
6,56,0.9062452891698175
6,57,0.07046576399399603
6,58,0.293657326714794
6,59,0.22619628031602937
7,0,0.7306282333136939
7,1,0.382010370173362
7,2,0.07358742723090506
7,3,0.8785231020119421
7,4,0.4150839510241788
7,5,0.3308522168750703
7,6,0.00991545683572143
7,7,0.7971513585356755
7,8,0.7863169087547367
7,9,0.30448387556096157
7,10,0.15591159312585956
7,11,0.5045358078878321
7,12,0.4613904592741686
7,13,0.5166675198434939
7,14,0.2496813019764617
7,15,0.45607516331542
7,16,0.8592395823664971
7,17,0.7913962663988777
7,18,0.340512856195393
7,19,0.43689048105229583
7,20,0.19060265290687226
7,21,0.005579008603985589
7,22,0.15788432024043803
7,23,0.8235755784199157
7,24,0.5543914003168159
7,25,0.5581048816299152
7,26,0.1567038162990078
7,27,0.8240056565567432
7,28,0.3362501158586762
7,29,0.5991304903056257
7,30,0.8880596389639329
7,31,0.06140000865830915
7,32,0.21027291581198113
7,33,0.2684918229605268
7,34,0.46309191501410707
7,35,0.49983367921609184
7,36,0.4408117543565498
7,37,0.23166048491689178
7,38,0.7143463698708389
7,39,0.4340879676155087
7,40,0.37955993540289945
7,41,0.12662205596910045
7,42,0.8495389917729494
7,43,0.9231489654945548
7,44,0.6105555955674518
7,45,0.37559232659834485
7,46,0.8547348626429652
7,47,0.5736231698385477
7,48,0.6892378723313919
7,49,0.7881720095189019
7,50,0.3153739575758184
7,51,0.8040862880746116
7,52,0.25403138550195903
7,53,0.09813459823701964
7,54,0.9933154546392599
7,55,0.31162239469776254
7,56,0.23627786422635516
7,57,0.45931841058549727
7,58,0.3387038205823573
7,59,0.6008473528919969
8,0,0.39022646364829744
8,1,0.7052365817819318
8,2,0.7403245914750586
8,3,0.15501322404736145
8,4,0.9049969371965917
8,5,0.9132262006298763
8,6,0.8635422095879252
8,7,0.7783041153275838
8,8,0.062119915153153314
8,9,0.3323621040988208
8,10,0.9051959548846948
8,11,0.47422841842403834
8,12,0.9601788525971346
8,13,0.9167814364907066
8,14,0.586634982363639
8,15,0.0850803856076768
8,16,0.6393167486787706
8,17,0.22895518734777756
8,18,0.09396200195323935
8,19,0.08105548020473542
8,20,0.5101314055143422
8,21,0.6570206089398042
8,22,0.9423256168339008
8,23,0.5586382917691113
8,24,0.7687457084317856
8,25,0.9109922701325565
8,26,0.12912997315265967
8,27,0.799245845069115
8,28,0.868696207317926
8,29,0.7709911306530076
8,30,0.7626464906539888
8,31,0.5370906676094492
8,32,0.8399271603065589
8,33,0.34964127573508913
8,34,0.750991054139076
8,35,0.8339403371608587
8,36,0.3236176716109869
8,37,0.8122783476020367
8,38,0.7989491559312633
8,39,0.8335590104201387
8,40,0.49674371455461286
8,41,0.9485457238927524
8,42,0.2601664874783959
8,43,0.6802183954277091
8,44,0.13209025654695017
8,45,0.039454517197823856
8,46,0.8555767890771175
8,47,0.9595874658236405
8,48,0.5748414041770737
8,49,0.9163144568139996
8,50,0.5337104601778979
8,51,0.020223596859479578
8,52,0.4471759958065943
8,53,0.4888198239625996
8,54,0.7653399473964945
8,55,0.4865548556937513
8,56,0.6532205807043668
8,57,0.6363873042388017
8,58,0.15262952364304758
8,59,0.9772117757358556
9,0,0.7994920813857564
9,1,0.226956149695633
9,2,0.9828198526590631
9,3,0.6371833738494722
9,4,0.07166992774135977
9,5,0.11928740593503
9,6,0.2040426499670564
9,7,0.31861229808578434
9,8,0.06494309635213881
9,9,0.9340826513945696
9,10,0.4967140712230113
9,11,0.6734820984055232
9,12,0.1618905509167524
9,13,0.1256985799662416
9,14,0.9692453440521045
9,15,0.5997490786962276
9,16,0.887440237619451
9,17,0.07676413301650267
9,18,0.323684861984224
9,19,0.8141021588135553
9,20,0.38964624792347424
9,21,0.954681992564618
9,22,0.7206951804902246
9,23,0.1584557934059007
9,24,0.0809233330829158
9,25,0.8122167340550341
9,26,0.2785383500624965
9,27,0.09630933778138857
9,28,0.3576840922613366
9,29,0.38296397401499643
9,30,0.5201189258674194
9,31,0.2579630162122606
9,32,0.07258580179216984
9,33,0.06519058719639975
9,34,0.40906169566000883
9,35,0.24047614952748364
9,36,0.7648272689292789
9,37,0.4259248946024536
9,38,0.9416222227978045
9,39,0.27347227513764094
9,40,0.4894458358659686
9,41,0.6108808888672249
9,42,0.30696986268095716
9,43,0.6556602393503729
9,44,0.11429286564602487
9,45,0.330257079882209
9,46,0.927313044700578
9,47,0.0433866792019306
9,48,0.6518330161206386
9,49,0.26554259882685727
9,50,0.1902226023565126
9,51,0.9957894963188614
9,52,0.035315804883022994
9,53,0.19671557161090608
9,54,0.5455707734547918
9,55,0.8947231674259066
9,56,0.6353302676593715
9,57,0.16747185561324002
9,58,0.3619949341635566
9,59,0.014137566391096834
10,0,0.3209254200772067
10,1,0.5686230737142305
10,2,0.8044322359757613
10,3,0.8397059079022874
10,4,0.42787381892064663
10,5,0.011976524412192007
10,6,0.6651222288144375
10,7,0.6737460831404879
10,8,0.5161230819778105
10,9,0.385758197214299
10,10,0.5561786000571571
10,11,0.553533098896634
10,12,0.1835101993669736
10,13,0.2889137052367044
10,14,0.4186840944221053
10,15,0.20370979215605386
10,16,0.0074762220142194705
10,17,0.07718692609085798
10,18,0.5975336982783002
10,19,0.818512923955932
10,20,0.1726240188369898
10,21,0.5619461264407334
10,22,0.6868406557604075
10,23,0.622602713357826
10,24,0.2255202876842238
10,25,0.18771615783521492
10,26,0.5826843024224708
10,27,0.5766115116552171
10,28,0.10543666906474512
10,29,0.1999068639398767
10,30,0.7241039179793067
10,31,0.9166496393266786
10,32,0.574791594046852
10,33,0.5163674381700788
10,34,0.6079375994157883
10,35,0.8524374202840352
10,36,0.11214391142427305
10,37,0.38581582887894456
10,38,0.3858164052058185
10,39,0.958823929869411
10,40,0.17616483010858427
10,41,0.2383271169389271
10,42,0.4272766168747164
10,43,0.6877194281128048
10,44,0.15752610241780785
10,45,0.4184079776260927
10,46,0.7649419713081161
10,47,0.6423631954224845
10,48,0.08579692940169376
10,49,0.8755499143524738
10,50,0.7521743833154003
10,51,0.5328472098685448
10,52,0.7236131548481969
10,53,0.32827003618605205
10,54,0.2832158664421568
10,55,0.4167642314395787
10,56,0.9860035467676407
10,57,0.9912553706557283
10,58,0.593157285486909
10,59,0.19267334509121795
11,0,0.3497016349194774
11,1,0.6708996495210783
11,2,0.6694630371843089
11,3,0.4262095332066435
11,4,0.6851594999329811
11,5,0.6057057863254277
11,6,0.3326862421027178
11,7,0.9805912871324519
11,8,0.8309497052065582
11,9,0.1828737138696134
11,10,0.3187669791232925
11,11,0.5186494637852747
11,12,0.32129991233119737
11,13,0.16882551412208663
11,14,0.9737442871699656
11,15,0.3848940940082136
11,16,0.2044506133523704
11,17,0.654607821867909
11,18,0.5226934369103391
11,19,0.33149301200850567
11,20,0.14552433188801986
11,21,0.7907707213346127
11,22,0.6968345764191448
11,23,0.24491442984628833
11,24,0.44941865820593885
11,25,0.15213147718026176
11,26,0.06844134238007339
11,27,0.2652344613513076
11,28,0.32201179590248674
11,29,0.4419765099064269
11,30,0.03922296663554751
11,31,0.3108316114922771
11,32,0.9841200092387871
11,33,0.43472268277724646
11,34,0.9103966481037423
11,35,0.23989816329031258
11,36,0.045254512332166104
11,37,0.6222884071280045
11,38,0.3082757769185481
11,39,0.1417642554850171
11,40,0.5649438101960568
11,41,0.7454028102367211
11,42,0.4762805953712288
11,43,0.03464586188186212
11,44,0.28322339336730035
11,45,0.2531140554044526
11,46,0.48675612364009774
11,47,0.0744463928733262
11,48,0.42090818925361795
11,49,0.41663279403373416
11,50,0.9702054466133905
11,51,0.5712576327493877
11,52,0.34309675686553237
11,53,0.5613802800990476
11,54,0.21673454526418445
11,55,0.8080379880012328
11,56,0.6993049308765829
11,57,0.5851696267964138
11,58,0.5134002145978985
11,59,0.5800228424436563
12,0,0.5008033653847052
12,1,0.31062474121702255
12,2,0.23413342012450725
12,3,0.6938765065966683
12,4,0.7385049290413006
12,5,0.22258326994391436
12,6,0.36109799525864134
12,7,0.20855252822582204
12,8,0.30547893890534766
12,9,0.5926646729909776
12,10,0.6183034335366334
12,11,0.5601043244422899
12,12,0.2042572647054956
12,13,0.7312310867821701
12,14,0.7075954626514529
12,15,0.9723480312561988
12,16,0.3587176510010954
12,17,0.6945666690648798
12,18,0.45558869690575776
12,19,0.07844762004440445
12,20,0.010649338713499705
12,21,0.30159361490490455
12,22,0.38848009276098233
12,23,0.9517557136603951
12,24,0.5740034249701047
12,25,0.5990161171169126
12,26,0.9349868683997536
12,27,0.5405921537240435
12,28,0.2941731207301177
12,29,0.27836198137377727
12,30,0.3200068723364738
12,31,0.15886500122533942
12,32,0.36015157225517985
12,33,0.3487178525512395
12,34,0.43847770698686284
12,35,0.8248769480255413
12,36,0.6141833727148297
12,37,0.7758814793276989
12,38,0.1463746684512728
12,39,0.46217679216383006
12,40,0.41046381239593943
12,41,0.36719865331660445
12,42,0.43406555053903084
12,43,0.2994007863532427
12,44,0.8722904680154704
12,45,0.4898055846701071
12,46,0.6281985960267866
12,47,0.5384515043092513
12,48,0.4801388941935974
12,49,0.8925814779221728
12,50,0.42947235362805325
12,51,0.07889495139362608
12,52,0.8952746179596172
12,53,0.9181185127931933
12,54,0.7377375558080149
12,55,0.7323466645450246
12,56,0.9500070191622008
12,57,0.702920846665202
12,58,0.7591350847383574
12,59,0.5538490176554532
13,0,0.012978585840843515
13,1,0.7084998938822378
13,2,0.939652715294492
13,3,0.5755983410359083
13,4,0.03659350320308106
13,5,0.6315594079329884
13,6,0.10945375025229831
13,7,0.1507435107551773
13,8,0.39273304110101276
13,9,0.02680639361121871
13,10,0.2389149456486632
13,11,0.43120735395131615
13,12,0.7038812567972955
13,13,0.01242543043775705
13,14,0.7609402791752167
13,15,0.43361731111060153
13,16,0.7990846242657574
13,17,0.2629490649692704
13,18,0.30592752501778064
13,19,0.17819183757934917
13,20,0.6155527579990381
13,21,0.4005079119447796
13,22,0.08120956619358685
13,23,0.32663120835326526
13,24,0.5806862710022236
13,25,0.13101037149232178
13,26,0.22013287675763163
13,27,0.5610210414530121
13,28,0.7170723778822325
13,29,0.004915694200935697
13,30,0.11740428393633831
13,31,0.9334765286364963
13,32,0.023612530782578016
13,33,0.3787943493601007
13,34,0.19004700273282502
13,35,0.9372766666805598
13,36,0.3601559035806759
13,37,0.4040089150391114
13,38,0.543530336750536
13,39,0.2524583598683387
13,40,0.02062789517468894
13,41,0.32980602410130344
13,42,0.9777350820398626
13,43,0.08788434914074572
13,44,0.7224919723776146
13,45,0.17956978104834506
13,46,0.054463507012353245
13,47,0.49989716956118174
13,48,0.5131269525853461
13,49,0.147316968525515
13,50,0.5965948289245907
13,51,0.15355614102773732
13,52,0.16372075949394405
13,53,0.8032245914942655
13,54,0.9640501898304262
13,55,0.7320009065950235
13,56,0.09561530200996594
13,57,0.6920950969129888
13,58,0.0051424592154603755
13,59,0.2224240311659389
14,0,0.28278365104355163
14,1,0.31206393653075293
14,2,0.03612443917025735
14,3,0.9273922858372388
14,4,0.2550860781600241
14,5,0.5358626479624584
14,6,0.018020971885310662
14,7,0.8449226664780493
14,8,0.9349816888053802
14,9,0.5724125258667858
14,10,0.8972675910759754
14,11,0.6860563325358024
14,12,0.8934813651471751
14,13,0.5451502577750762
14,14,0.2580122104257551
14,15,0.32172863442261074
14,16,0.8050279765056063
14,17,0.267876586852908
14,18,0.7963059097577266
14,19,0.9271859689950515
14,20,0.4701813426302692
14,21,0.9086134509439585
14,22,0.975159443403895
14,23,0.8705412534551008
14,24,0.7817996140206629
14,25,0.45338840888086074
14,26,0.44769520566401694
14,27,0.5406114976011029
14,28,0.8225688234354056
14,29,0.9603451753434645
14,30,0.5629220534488244
14,31,0.6701058127672027
14,32,0.5155627341111451
14,33,0.9457936955064526
14,34,0.951730479445971
14,35,0.28783798229965485
14,36,0.3478597679023794
14,37,0.8781102946911101
14,38,0.06541496812819998
14,39,0.809299569927433
14,40,0.517753812492049
14,41,0.8046609822085359
14,42,0.3347318164952337
14,43,0.10068248255045052
14,44,0.22143283061844996
14,45,0.9810221146605279
14,46,0.8489910742208968
14,47,0.4635912467193379
14,48,0.46352759834141477
14,49,0.020031237228902758
14,50,0.7169645355518144
14,51,0.8383656156236204
14,52,0.4003529647986552
14,53,0.30138430907830405
14,54,0.8490073224978064
14,55,0.9845095829012768
14,56,0.8827659089659184
14,57,0.8011902567880103
14,58,0.020701584127063553
14,59,0.06985703142701448
15,0,0.21211003385103244
15,1,0.5506784066383866
15,2,0.6955557313395253
15,3,0.4335376196966325
15,4,0.43961255833146307
15,5,0.5221346708686656
15,6,0.28128904028822416
15,7,0.6483342682756871
15,8,0.5094770588387889
15,9,0.07755696439331404
15,10,0.015201460812497722
15,11,0.7997660009208911
15,12,0.6301038560167802
15,13,0.433377689061129
15,14,0.07826160805798599
15,15,0.227947176132466
15,16,0.3673966569974005
15,17,0.042079193493888126
15,18,0.7251770106898852
15,19,0.12076584516657274
15,20,0.40767016598186245
15,21,0.6495945947836499
15,22,0.6734584451594187
15,23,0.2095776611721643
15,24,0.5209957783944267
15,25,0.9208573036827351
15,26,0.9001547753679675
15,27,0.35193500315628473
15,28,0.34624448983333267
15,29,0.7671646553806106
15,30,0.5349418713084372
15,31,0.18821779383977097
15,32,0.8283452284843458
15,33,0.7656425099394136
15,34,0.3427935228161547
15,35,0.03693186159892649
15,36,0.16306141471153457
15,37,0.42720326831436545
15,38,0.06921132057988244
15,39,0.3472624486650289
15,40,0.7738660002149262
15,41,0.19529240575612114
15,42,0.7867003907482868
15,43,0.14646810462281987
15,44,0.22736679649296368
15,45,0.211281435319551
15,46,0.5097852874253123
15,47,0.6162275268804759
15,48,0.8613210082930748
15,49,0.8393096027432142
15,50,0.9223050766566514
15,51,0.772542809600848
15,52,0.9197029956318415
15,53,0.2823499534757582
15,54,0.22444203983445296
15,55,0.029232020891959514
15,56,0.45066706604907825
15,57,0.7014115904492235
15,58,0.7403892081973918
15,59,0.19228443217432134
16,0,0.9190830180559693
16,1,0.48167652677297773
16,2,0.5465065197538589
16,3,0.9668404555396746
16,4,0.4283026050059468
16,5,0.06843868123261052
16,6,0.117591135195212
16,7,0.8100856433249286
16,8,0.8054787558916366
16,9,0.5122694764765787
16,10,0.1760143525133138
16,11,0.33070662477612717
16,12,0.4499732339806232
16,13,0.547391678753442
16,14,0.6218934964134851
16,15,0.7623159283962354
16,16,0.36352410393550266
16,17,0.10982997598205828
16,18,0.576384701051726
16,19,0.5224208228677755
16,20,0.7385199498602396
16,21,0.451026305229557
16,22,0.7136309562492497
16,23,0.26818043280680753
16,24,0.6931848025994098
16,25,0.41817291681868063
16,26,0.1835591213056705
16,27,0.8309777762965669
16,28,0.6160368952668503
16,29,0.06809701374343075
16,30,0.4095792104923695
16,31,0.22702367053921121
16,32,0.4231134402440228
16,33,0.8990293378871422
16,34,0.6838330006990667
16,35,0.6019123075476593
16,36,0.5492413460282954
16,37,0.48699035217662995
16,38,0.3322329919251009
16,39,0.37873948135815877
16,40,0.9245385710133005
16,41,0.5556856249196673
16,42,0.9116193070277823
16,43,0.18422757564415995
16,44,0.6192016413076451
16,45,0.6679816680265951
16,46,0.4107312049397171
16,47,0.19387338072971938
16,48,0.7867699856142728
16,49,0.24036494740609654
16,50,0.5685369968913658
16,51,0.4127338280216574
16,52,0.8568151540778014
16,53,0.35221993095414733
16,54,0.20151352493130242
16,55,0.7195489618175533
16,56,0.7039760731738478
16,57,0.2098023170700958
16,58,0.18628707601353764
16,59,0.18770622839766107
17,0,0.7380914709687086
17,1,0.2801990988259077
17,2,0.08841704082584487
17,3,0.15100933160664412
17,4,0.8148714832659831
17,5,0.7610576305533306
17,6,0.8338777808414944
17,7,0.3111594089230353
17,8,0.13548943582981968
17,9,0.5482481274112773
17,10,0.7605721710588407
17,11,0.782673312950661
17,12,0.8746134589984982
17,13,0.5871603414637454
17,14,0.8939810145829641
17,15,0.1350139779002562
17,16,0.4477201573529407
17,17,0.7043144147661952
17,18,0.09646068265256294
17,19,0.1764627370338022
17,20,0.588880247868442
17,21,0.1409239300798437
17,22,0.652522653083608
17,23,0.4296897511934924
17,24,0.5676369549603548
17,25,0.9722019505713083
17,26,0.11914228254494115
17,27,0.6203817339627637
17,28,0.6332034822558953
17,29,0.23920375292613316
17,30,0.18567261009158842
17,31,0.26165543588860374
17,32,0.5643043374330531
17,33,0.014197306460083294
17,34,0.6563492325152348
17,35,0.7454241209748055
17,36,0.8877143535905101
17,37,0.5268462157448356
17,38,0.5996487759078651
17,39,0.5772867211886362
17,40,0.9901161213008219
17,41,0.34704079131481236
17,42,0.4604337897194642
17,43,0.9347109021575004
17,44,0.8314396628424384
17,45,0.17449581054042626
17,46,0.9289198764172865
17,47,0.7420746260908162
17,48,0.4391600249234657
17,49,0.3874596937230035
17,50,0.7397179440628855
17,51,0.6853536098076461
17,52,0.2722972102940541
17,53,0.0358504567624157
17,54,0.8133585282679097
17,55,0.12327879649855253
17,56,0.3007627580177398
17,57,0.8277607168168846
17,58,0.09950010231910132
