sim_id,hypothesis_id,p_value,is_true_null
1,45,0.47818064266951377,True
1,46,0.3049755894413403,True
1,47,0.14944019881508877,True
1,48,0.99536048464225,True
1,49,0.940906012741187,True
1,50,0.05445347055012173,True
1,51,0.5804071617661958,True
1,52,0.041552766701123886,True
1,53,0.5367265725478139,True
1,54,0.27098230983169114,True
1,55,0.08017654299008012,True
1,56,0.5311737761693305,True
1,57,0.20296138398956998,True
1,58,0.8213925312242807,True
1,59,0.7752254339382828,True
2,0,0.09115889559412274,False
2,1,5.587985880238455e-05,False
2,2,0.0964490028185274,False
2,3,0.042730190246139096,False
2,4,0.0007810599794234193,False
2,5,0.0005181981962877908,False
2,6,0.0038016504506810113,False
2,7,1.2374292418096377e-05,False
2,8,0.8580246951113017,False
2,9,0.00017049555067675983,False
2,10,0.035340394095474924,False
2,11,0.00045683924651166363,False
2,12,1.7559510412463237e-05,False
2,13,0.0007569278775043212,False
2,14,0.00834244604259232,False
2,15,0.8876906280311857,True
2,16,0.9482926328190437,True
2,17,0.9058669627033255,True
2,18,0.8376214588699455,True
2,19,0.41604969524979035,True
2,20,0.6795132542326342,True
2,21,0.7613655798500374,True
2,22,0.6686036810399201,True
2,23,0.6503158432270977,True
2,24,0.34139558034122536,True
2,25,0.5920756413146565,True
2,26,0.21137151608970733,True
2,27,0.037431227054759604,True
2,28,0.2854179955080607,True
2,29,0.6508226875875129,True
2,30,0.29962132644693257,True
2,31,0.8343537320819329,True
2,32,0.300073957490817,True
2,33,0.2945072596412603,True
2,34,0.9885712154374122,True
2,35,0.7336255202331108,True
2,36,0.44951182936348116,True
2,37,0.9252825202530934,True
2,38,0.2237386390634822,True
2,39,0.0745265705779519,True
2,40,0.4429732282868169,True
2,41,0.12796546520234617,True
2,42,0.7906815898834195,True
2,43,0.4717301724085629,True
2,44,0.23600637693351467,True
2,45,0.8878958392232724,True
2,46,0.15007268204121085,True
2,47,0.06046440403384182,True
2,48,0.41040715874041905,True
2,49,0.46606814450440526,True
2,50,0.2139825146189632,True
2,51,0.8320695467088961,True
2,52,0.25276802543094157,True
2,53,0.6930931052264453,True
2,54,0.5914564832228129,True
2,55,0.5602364832413929,True
2,56,0.7812299645749631,True
2,57,0.3249338515127854,True
2,58,0.5127967057526679,True
2,59,0.42103126510058436,True
3,0,0.1833739657526166,False
3,1,0.004995525890008264,False
3,2,0.0009708002838801366,False
3,3,0.21440985448811017,False
3,4,0.03994830386541761,False
3,5,6.8685668660819645e-06,False
3,6,0.001405448064217698,False
3,7,0.2677058528018352,False
3,8,0.0007671261775580925,False
3,9,0.0011802396939915181,False
3,10,0.7105485935822722,False
3,11,0.12299989475983995,False
3,12,2.7774243817327902e-05,False
3,13,0.009278148807561335,False
3,14,0.09216600819924159,False
3,15,0.5184177400561034,True
3,16,0.2824058225103226,True
3,17,0.3798587532988085,True
3,18,0.24392943036582865,True
3,19,0.19146199354319343,True
3,20,0.4424914547801285,True
3,21,0.040626989965361335,True
3,22,0.264741256198467,True
3,23,0.6902510920956876,True
3,24,0.9536148247787298,True
3,25,0.1549537201077725,True
3,26,0.3037349505796271,True
3,27,0.4065537374489441,True
3,28,0.2758937660720114,True
3,29,0.3073662925479411,True
3,30,0.3074655083820629,True
3,31,0.38917891297907137,True
3,32,0.11930574854352477,True
3,33,0.9622502121401736,True
3,34,0.467042382982611,True
3,35,0.4060435887923572,True
3,36,0.5457812468544325,True
3,37,0.927127097655583,True
3,38,0.4985492735716887,True
3,39,0.5427478464376514,True
3,40,0.692881238798498,True
3,41,0.02236170071674337,True
3,42,0.07690261194208933,True
3,43,0.3239916093264301,True
3,44,0.8068102467017699,True
3,45,0.48207134273410657,True
3,46,0.8852834846163694,True
3,47,0.5494793592518084,True
3,48,0.32573969564195004,True
3,49,0.394561059545728,True
3,50,0.6556482257520151,True
3,51,0.9983734473287186,True
3,52,0.0586433419557531,True
3,53,0.6869333816309033,True
3,54,0.88490307804525,True
3,55,0.037791535515972995,True
3,56,0.4875273545664621,True
3,57,0.44326550143492094,True
3,58,0.5605999949342132,True
3,59,0.4710732904727626,True
4,0,0.1789546760506637,False
4,1,0.004320021835434105,False
4,2,0.044375527401304474,False
4,3,0.0005064820688794353,False
4,4,0.0020380226692794817,False
4,5,0.0005136605296453562,False
4,6,0.16306064431402487,False
4,7,0.5037126563587905,False
4,8,0.21258620672580072,False
4,9,0.037237033174263426,False
4,10,0.11748101547790969,False
4,11,0.03796879961662252,False
4,12,0.08059129432525618,False
4,13,0.0021619453346820704,False
4,14,0.00653252583246714,False
4,15,0.47539465917262475,True
4,16,0.2696263347154631,True
4,17,0.37757757319459617,True
4,18,0.7885885848125536,True
4,19,0.12385012261241422,True
4,20,0.7879360789928462,True
4,21,0.9458766177293312,True
4,22,0.8826795839119193,True
4,23,0.199084084037273,True
4,24,0.8217302503620187,True
4,25,0.7138227667551498,True
4,26,0.3525356862100029,True
4,27,0.16286615360042947,True
4,28,0.5006910251373021,True
4,29,0.9150522615688855,True
4,30,0.39808865923672715,True
4,31,0.6979421749794484,True
4,32,0.9212582979118134,True
4,33,0.262321514709283,True
4,34,0.23000818824135444,True
4,35,0.28366254778557604,True
4,36,0.6354268160369474,True
4,37,0.9988435973633273,True
4,38,0.18527271172116808,True
4,39,0.4207924313759386,True
4,40,0.59253112623361,True
4,41,0.6067104759135359,True
4,42,0.8250514601322706,True
4,43,0.7882345148532262,True
4,44,0.2903662321510872,True
4,45,0.8841133027571002,True
4,46,0.07584639337740942,True
4,47,0.01822226142150326,True
4,48,0.9779450255825832,True
4,49,0.016233219330605432,True
4,50,0.5570252705870551,True
4,51,0.041886228371156874,True
4,52,0.3888495284255124,True
4,53,0.5783659611722671,True
4,54,0.7558580240479618,True
4,55,0.6376280399635024,True
4,56,0.19738718251735818,True
4,57,0.6556956280215784,True
4,58,0.25588580895307905,True
4,59,0.6023663118644679,True
5,0,0.06211081406041942,False
5,1,0.0004295969760228162,False
5,2,0.853980834878287,False
5,3,0.008337445858724856,False
5,4,0.0014661620665098526,False
5,5,0.09564669868925472,False
5,6,0.10341152140605903,False
5,7,0.2335284175214682,False
5,8,0.0019823571315921882,False
5,9,0.012802831052668757,False
5,10,0.0696959710801676,False
5,11,0.09741039406892513,False
5,12,0.05081580791677437,False
5,13,3.900723553852331e-06,False
5,14,0.007878288815073367,False
5,15,0.48630104150002773,True
5,16,0.4755552181849166,True
5,17,0.27734022061225355,True
5,18,0.2836305699047408,True
5,19,0.42114467854957477,True
5,20,0.6331875902618801,True
5,21,0.44088124440735643,True
5,22,0.2521777446331222,True
5,23,0.006404289593230192,True
5,24,0.538583867745561,True
5,25,0.6573278861190888,True
5,26,0.9176225883489818,True
5,27,0.5861939187518624,True
5,28,0.5058681354464424,True
5,29,0.760820106284694,True
5,30,0.49303271724209086,True
5,31,0.8958303351416956,True
5,32,0.23714878246228183,True
5,33,0.2067394765516323,True
5,34,0.8138979602330337,True
5,35,0.21807561431856343,True
5,36,0.6344726276946565,True
5,37,0.14723313073226768,True
5,38,0.39932629834332195,True
5,39,0.47450665697466793,True
5,40,0.9442885571927359,True
5,41,0.8375397920577533,True
5,42,0.2677103862242817,True
5,43,0.4451579151746804,True
5,44,0.570815980588291,True
5,45,0.7570649460427152,True
5,46,0.72147622741384,True
5,47,0.6294837849403827,True
5,48,0.07809630505400127,True
5,49,0.17566516457417564,True
5,50,0.30161826979863426,True
5,51,0.0032207485623787484,True
5,52,0.9984799033712414,True
5,53,0.5932806042651659,True
5,54,0.5301988226261174,True
5,55,0.7162020065783408,True
5,56,0.22277057031107764,True
5,57,0.271281512483875,True
5,58,0.011617859062218593,True
5,59,0.7453369162415485,True
6,0,0.4809990407819619,False
6,1,0.00028535201634187127,False
6,2,0.0017279000965220053,False
6,3,1.743793323917523e-05,False
6,4,0.017711941167861515,False
6,5,0.1239208069493941,False
6,6,0.001290668873250111,False
6,7,0.01889245862868322,False
6,8,0.13407996089206545,False
6,9,6.067169029014289e-05,False
6,10,0.019229085599152842,False
6,11,0.0013783960564098842,False
6,12,0.0326842376666512,False
6,13,0.03183581502021515,False
6,14,0.0055225841826455225,False
6,15,0.9065704355662052,True
6,16,0.9644008380603623,True
6,17,0.05026951244510314,True
6,18,0.8910621428582844,True
6,19,0.468596619921462,True
6,20,0.07739230711889698,True
6,21,0.36108035144368167,True
6,22,0.6702369199437321,True
6,23,0.98115900078554,True
6,24,0.4739808328139855,True
6,25,0.1149289047098307,True
6,26,0.9984699193241822,True
6,27,0.052547472036403316,True
6,28,0.6137065617728242,True
6,29,0.6802666903679617,True
6,30,0.42730891012965494,True
6,31,0.37801731002955047,True
6,32,0.10425916476756948,True
6,33,0.6866774542578078,True
6,34,0.2660376757141089,True
6,35,0.5874267025179618,True
6,36,0.9494368636408703,True
6,37,0.8400276081293707,True
6,38,0.5077989992746592,True
6,39,0.5052939231487161,True
6,40,0.05273212783261411,True
6,41,0.15630450511312588,True
6,42,0.8880918891152544,True
6,43,0.9982310213194793,True
6,44,0.5501524967773591,True
6,45,0.31388387458224576,True
6,46,0.7146314651927503,True
6,47,0.7566207187126033,True
6,48,0.445244312227832,True
6,49,0.14858898083514732,True
6,50,0.9613469392145061,True
6,51,0.5128281794377869,True
6,52,0.703712141822351,True
6,53,0.003451402490491279,True
6,54,0.41177037676842276,True
6,55,0.04422519187246668,True
6,56,0.8619259164337916,True
6,57,0.716881432425887,True
6,58,0.7034783018241754,True
6,59,0.5310811742056031,True
7,0,0.009279192208876182,False
7,1,0.10239546212727188,False
7,2,0.7788158557022284,False
7,3,0.0662816999565942,False
7,4,0.1709491879146148,False
7,5,0.0006307504478885991,False
7,6,0.004686360094722481,False
7,7,0.024655743620094817,False
7,8,0.000784170704768068,False
7,9,0.22724517376570127,False
7,10,0.0027215671614302336,False
7,11,0.0010551999023725933,False
7,12,0.03436114763438308,False
7,13,0.007781962352568147,False
7,14,0.17246053613870693,False
7,15,0.5209446069566431,True
7,16,0.5238092272034311,True
7,17,0.14568289946889423,True
7,18,0.15318806264912072,True
7,19,0.6576115475201876,True
7,20,0.5260601661019971,True
7,21,0.08094072611408208,True
7,22,0.01921362384428226,True
7,23,0.5208454058950973,True
7,24,0.6625242949154927,True
7,25,0.9123927269738736,True
7,26,0.7464599499062672,True
7,27,0.9574032495689672,True
7,28,0.12252888387526424,True
7,29,0.7696431724802821,True
7,30,0.1621591693360469,True
7,31,0.3425629929034588,True
7,32,0.2606087195808094,True
7,33,0.3363420288180754,True
7,34,0.061782415906899965,True
7,35,0.607537389907828,True
7,36,0.5456436908384753,True
7,37,0.6787476879296955,True
7,38,0.49866513386686606,True
7,39,0.09743971109499314,True
7,40,0.9913291188231137,True
7,41,0.4550803134684718,True
7,42,0.36350556839984655,True
7,43,0.3308602243969055,True
7,44,0.9082117971906941,True
7,45,0.9070159012034715,True
7,46,0.1958913688812385,True
7,47,0.23895288365518524,True
7,48,0.6963446499938857,True
7,49,0.5824180858448789,True
7,50,0.5348484362965813,True
7,51,0.8705163534321315,True
7,52,0.7640638128904661,True
7,53,0.3098951902577827,True
7,54,0.627372649383308,True
7,55,0.590389095224258,True
7,56,0.5285074063900295,True
7,57,0.5349086747169302,True
7,58,0.561401491473577,True
7,59,0.446291978101406,True
8,0,0.0017309321462159453,False
8,1,0.0039066801215518025,False
8,2,0.04581627249925557,False
8,3,0.00899664218657434,False
8,4,0.29202708411890566,False
8,5,0.0020167758418289136,False
8,6,0.02781439818828854,False
8,7,0.002079920613682392,False
8,8,0.0004893981314192515,False
8,9,0.028029226693722622,False
8,10,0.20165711244440726,False
8,11,0.00511465851741536,False
8,12,5.318016642798201e-05,False
8,13,0.026145672289059237,False
8,14,0.0834056084027508,False
8,15,0.6619551438287741,True
8,16,0.034307248136490075,True
8,17,0.8690558598436491,True
8,18,0.7000554515649356,True
8,19,0.8032401238779578,True
8,20,0.9023120953046858,True
8,21,0.362050305203032,True
8,22,0.16965740651783928,True
8,23,0.2662672145124348,True
8,24,0.9868489498851106,True
8,25,0.2644106175047352,True
8,26,0.8553312049721739,True
8,27,0.665897577382366,True
8,28,0.45705786813257643,True
8,29,0.28964211861769834,True
8,30,0.9200337660343206,True
8,31,0.21442395378717016,True
8,32,0.5612167829069225,True
8,33,0.8373530260470342,True
8,34,0.7225921713120218,True
8,35,0.9898457935780669,True
8,36,0.6411680032471739,True
8,37,0.8630445873904048,True
8,38,0.7143640475661954,True
8,39,0.8538300816585048,True
8,40,0.3015021851721794,True
8,41,0.3229158889031761,True
8,42,0.519837574545343,True
8,43,0.8645091886280956,True
8,44,0.43125148459850654,True
8,45,0.4624352346076118,True
8,46,0.7520964223175857,True
8,47,0.4801361705400278,True
8,48,0.14858647117165819,True
8,49,0.44551013516779997,True
8,50,0.285129294212922,True
8,51,0.7318855297139486,True
8,52,0.08215483402001283,True
8,53,0.23697622621849598,True
8,54,0.27909914582797407,True
8,55,0.5804767606334759,True
8,56,0.17816746388625027,True
8,57,0.9780427372586471,True
8,58,0.8863785274014795,True
8,59,0.16104648077915337,True
9,0,0.006779213566015871,False
9,1,0.2992269927249832,False
9,2,0.004324507408695511,False
9,3,0.06626579116336112,False
9,4,0.29763380804772893,False
9,5,0.0003228470131516634,False
9,6,0.02246252685151936,False
9,7,0.2638122236199119,False
9,8,0.0005361621736880843,False
9,9,0.0003083505620223567,False
9,10,0.22696478389019692,False
9,11,0.005455923850030369,False
9,12,0.01105193133537998,False
9,13,0.004060699184243873,False
9,14,0.36182334776331726,False
9,15,0.11776715408925557,True
9,16,0.2844828848875695,True
9,17,0.94212846603996,True
9,18,0.4228213836766626,True
9,19,0.3497753304318889,True
9,20,0.8116725925308808,True
9,21,0.7606638842611444,True
9,22,0.6712851192805784,True
9,23,0.13710608459158147,True
9,24,0.7256315930776489,True
9,25,0.06620630843486641,True
9,26,0.5123548851296558,True
9,27,0.8184478594136473,True
9,28,0.4899798815204828,True
9,29,0.957994252099126,True
9,30,0.4892385680860317,True
9,31,0.2505507991685966,True
9,32,0.4665082361896914,True
9,33,0.01750679875550496,True
9,34,0.7597582923046081,True
9,35,0.772127222167297,True
9,36,0.3474502836986947,True
9,37,0.759485741854311,True
9,38,0.6493639960639055,True
9,39,0.1232289249836922,True
9,40,0.2455759063713923,True
9,41,0.2990754085372137,True
9,42,0.2969454593515994,True
9,43,0.09698237888305827,True
9,44,0.9481444381386213,True
9,45,0.782749689699227,True
9,46,0.5971508872498132,True
9,47,0.7833492895219808,True
9,48,0.000756716144845664,True
9,49,0.1175740739246517,True
9,50,0.46230106088589606,True
9,51,0.11436195307954475,True
9,52,0.9479396402217115,True
9,53,0.22722724410376904,True
9,54,0.45953895538699985,True
9,55,0.12308373106296341,True
9,56,0.6832265958859796,True
9,57,0.8475067841353912,True
9,58,0.16323849668515925,True
9,59,0.49236487792775757,True
10,0,3.879054932149724e-05,False
10,1,0.008274086578105794,False
10,2,0.4221364730527043,False
10,3,0.38355092354697895,False
10,4,0.010254750402041976,False
10,5,0.03959824627319208,False
10,6,0.07021649648998823,False
10,7,0.009834892852130545,False
10,8,0.01298317996569499,False
10,9,0.010549044233296405,False
10,10,4.3859112785299486e-05,False
10,11,0.026627980634252757,False
10,12,0.24495243660461125,False
10,13,0.048515309693860795,False
10,14,0.34685987443676236,False
10,15,0.6293526075405729,True
10,16,0.07700753230038553,True
10,17,0.41458088327057696,True
10,18,0.32542129831798894,True
10,19,0.26860961207731077,True
10,20,0.7672646396907966,True
10,21,0.49999530220094107,True
10,22,0.5710210003651872,True
10,23,0.7858274116961304,True
10,24,0.8844991235741659,True
10,25,0.08266945851987292,True
10,26,0.032426120195059485,True
10,27,0.8437219132097633,True
10,28,0.013237670703034757,True
10,29,0.15213632334843927,True
10,30,0.5220283847800784,True
10,31,0.2874278905556802,True
10,32,0.05866199539355604,True
10,33,0.3823354892414933,True
10,34,0.9641466781456741,True
10,35,0.3704038480305164,True
10,36,0.36231218782444174,True
10,37,0.44210402176491664,True
10,38,0.586859188926789,True
10,39,0.4881472396391735,True
10,40,0.7192934463492895,True
10,41,0.5587140666997996,True
10,42,0.08728188282714595,True
10,43,0.7390401744577371,True
10,44,0.014162411922042099,True
10,45,0.9105975870436804,True
10,46,0.921641048553147,True
10,47,0.16170630075822226,True
10,48,0.8982290943870852,True
10,49,0.4322181131326676,True
10,50,0.8170048358632288,True
10,51,0.4990569249757322,True
10,52,0.09039132678547843,True
10,53,0.3448048024188337,True
10,54,0.8830445259231542,True
10,55,0.45603507332458687,True
10,56,0.8296475914571324,True
10,57,0.1956495161620036,True
10,58,0.7268625211833665,True
10,59,0.07243259425561606,True
11,0,3.523902016703427e-05,False
11,1,0.0734351824361499,False
11,2,0.0020523357538079013,False
11,3,0.015343158844917389,False
11,4,0.008319877773161328,False
11,5,0.8934987191388021,False
11,6,0.18480903635310827,False
11,7,0.015695597107642012,False
11,8,0.03728963702525897,False
11,9,0.014205854048586344,False
11,10,0.12133110301150744,False
11,11,0.03961633598496337,False
11,12,0.07066628961986214,False
11,13,0.08835054261263761,False
11,14,0.2856036469729115,False
11,15,0.2884663301971508,True
11,16,0.7436010921529321,True
11,17,0.6539959777055715,True
11,18,0.6236427098878562,True
11,19,0.6499708614439598,True
11,20,0.11583747802382123,True
11,21,0.1761906526682954,True
11,22,0.9571932391175396,True
11,23,0.8047885992323474,True
11,24,0.9854490359577169,True
11,25,0.7901039017960574,True
11,26,0.3203054736064195,True
11,27,0.28696097592881437,True
11,28,0.492488539086028,True
11,29,0.10833747945714968,True
11,30,0.5984024316734401,True
11,31,0.06340680374796681,True
11,32,0.18839924686761017,True
11,33,0.17809904239100738,True
11,34,0.059480851267370606,True
11,35,0.48843033297524263,True
11,36,0.30738642009794925,True
11,37,0.45788179869292517,True
11,38,0.5992043754975561,True
11,39,0.3693281385911846,True
11,40,0.8094716617331376,True
11,41,0.5768629366168058,True
11,42,0.41082280726994025,True
11,43,0.9707254858514313,True
11,44,0.6485658085334016,True
11,45,0.7808667460432386,True
11,46,0.346524330334025,True
11,47,0.3477399304845952,True
11,48,0.7690648373335857,True
11,49,0.35220650898311284,True
11,50,0.6477570623681658,True
11,51,0.987474714209599,True
11,52,0.8807173024600092,True
11,53,0.3133652333275526,True
11,54,0.23512168668190128,True
11,55,0.06781211937719817,True
11,56,0.7711838601031473,True
11,57,0.02868037918772884,True
11,58,0.5001801165757402,True
11,59,0.9540735892484714,True
12,0,4.6353504202828084e-07,False
12,1,0.02878373692548557,False
12,2,0.07414592576299386,False
12,3,0.014362903055794045,False
12,4,0.022518303654297134,False
12,5,3.5873092592727675e-05,False
12,6,0.15011193342684578,False
12,7,0.06439971164408916,False
12,8,0.014783765054815887,False
12,9,0.6536831334188642,False
12,10,0.0036931809903696625,False
12,11,0.37078317790798904,False
12,12,0.043053638397091976,False
12,13,1.3821634251784833e-05,False
12,14,0.30312642757711844,False
12,15,0.4396054373490506,True
12,16,0.5721925369137415,True
12,17,0.5949450558419422,True
12,18,0.8623719930983356,True
12,19,0.2536193233712907,True
12,20,0.3616092885192625,True
12,21,0.05418896216856277,True
12,22,0.1746040089921629,True
12,23,0.8420008250683784,True
12,24,0.8279452444167231,True
12,25,0.8285882722584135,True
12,26,0.9914898559722578,True
12,27,0.4286135496521506,True
12,28,0.7389749399353602,True
12,29,0.7020883520860716,True
12,30,0.46055966480078103,True
12,31,0.5765600833335751,True
12,32,0.8099854822337867,True
12,33,0.16049695395725289,True
12,34,0.8908168885267619,True
12,35,0.37091209760743804,True
12,36,0.330733088850381,True
12,37,0.7216390940117863,True
12,38,0.9975816604082722,True
12,39,0.7053902120909094,True
12,40,0.5462655271042125,True
12,41,0.7924318590132727,True
12,42,0.6543361796377956,True
12,43,0.33478005674097855,True
12,44,0.8326439030803074,True
12,45,0.9654277478369909,True
12,46,0.13740502721343437,True
12,47,0.41901253341779066,True
12,48,0.9313373923360192,True
12,49,0.13581951165507436,True
12,50,0.8965409194779318,True
12,51,0.8224613748028111,True
12,52,0.222609862017041,True
12,53,0.43552762544842205,True
12,54,0.6103787108516532,True
12,55,0.5764181083486054,True
12,56,0.28857273709148146,True
12,57,7.811232387521022e-05,True
12,58,0.338269007552878,True
12,59,0.5060593082068,True
13,0,0.0025385102743799804,False
13,1,0.7105635949906812,False
13,2,2.852185111594912e-06,False
13,3,0.02247308559053099,False
13,4,7.4504643781019e-05,False
13,5,0.006203596271325702,False
13,6,3.468868771371678e-05,False
13,7,0.040106296179560345,False
13,8,0.379799370907629,False
13,9,0.21167509107447782,False
13,10,0.006923583655305668,False
13,11,0.0032161145925441587,False
13,12,0.0012284275825879822,False
13,13,0.10557382792057174,False
13,14,0.015815470333693755,False
13,15,0.7842860727468817,True
13,16,0.027365994923129255,True
13,17,0.6285459360691552,True
13,18,0.33186621102325975,True
13,19,0.6171983894360326,True
13,20,0.5657462549354464,True
13,21,0.761974434241141,True
13,22,0.297942249236573,True
13,23,0.3816454716597301,True
13,24,0.39670751815691463,True
13,25,0.620471110909941,True
13,26,0.9350315871614571,True
13,27,0.5499253183901979,True
13,28,0.3255844934704436,True
13,29,0.6459760027237107,True
13,30,0.30060944726121447,True
13,31,0.2059905373126056,True
13,32,0.2652163176679956,True
13,33,0.14727027854937866,True
13,34,0.4866525111516402,True
13,35,0.17097240373913314,True
13,36,0.8336470454610789,True
13,37,0.34213900121093493,True
13,38,0.7537307074787405,True
13,39,0.2661461715659617,True
13,40,0.9503728291034459,True
13,41,0.9476801738581432,True
13,42,0.6230955043364765,True
13,43,0.03715321173638602,True
13,44,0.8668616538895849,True
13,45,0.2147958728391318,True
13,46,0.16766405989932798,True
13,47,0.9062106624632693,True
13,48,0.8548033281630673,True
13,49,0.15388604531756545,True
13,50,0.8121502016700054,True
13,51,0.2962037622289838,True
13,52,0.43812187742410286,True
13,53,0.08682906110838878,True
13,54,0.05574708379488768,True
13,55,0.12390757059613883,True
13,56,0.21764879756313862,True
13,57,0.963927713045131,True
13,58,0.09981859515938407,True
13,59,0.6954122103097424,True
14,0,0.0030832195732055905,False
14,1,0.1266522250585672,False
14,2,0.003766268838474584,False
14,3,0.043240579590459065,False
14,4,0.3046419090159895,False
14,5,0.002807517569000966,False
14,6,0.5832528513736926,False
14,7,0.03701938669865334,False
14,8,0.019334838658829172,False
14,9,0.004518365067711534,False
14,10,0.004151417941358444,False
14,11,0.00031010680397806743,False
14,12,0.020864205323952414,False
14,13,0.28657977311466926,False
14,14,0.24144545882341512,False
14,15,0.26923369994590934,True
14,16,0.7646081444255082,True
14,17,0.20112413112619806,True
14,18,0.09914379865531063,True
14,19,0.821214362083031,True
14,20,0.3818481619635516,True
14,21,0.11315194736296132,True
14,22,0.7250412010941222,True
14,23,0.6461925719952712,True
14,24,0.1897442470896339,True
14,25,0.5457252651423056,True
14,26,0.24085467892637571,True
14,27,0.5778259557645944,True
14,28,0.6853068460069278,True
14,29,0.4736952005502349,True
14,30,0.0458057888950467,True
14,31,0.8543029993129285,True
14,32,0.03239026967789397,True
14,33,0.11404014183047949,True
14,34,0.8017377996749834,True
14,35,0.023617284820564372,True
14,36,0.5710089504099779,True
14,37,0.7573578140070407,True
14,38,0.1002539402574932,True
14,39,0.6019800398671256,True
14,40,0.6985980844395077,True
14,41,0.9043954894559421,True
14,42,0.3536593593928509,True
14,43,0.44386315466282517,True
14,44,0.9204771896910436,True
14,45,0.018177883275909267,True
14,46,0.03143351811329638,True
14,47,0.5798484692206424,True
14,48,0.5984800774032356,True
14,49,0.4056853392599829,True
14,50,0.5474742732659337,True
14,51,0.40115164944590936,True
14,52,0.7485812067331883,True
14,53,0.4256137812231026,True
14,54,0.796843300603713,True
14,55,0.7836494054726714,True
14,56,0.5164603331483228,True
14,57,0.5973427924945003,True
14,58,0.9697525427129553,True
14,59,0.5164022355091018,True
15,0,0.00014495053231096852,False
15,1,0.09811610256407934,False
15,2,0.025207440397172865,False
15,3,0.047813377068754756,False
15,4,0.2438945392496945,False
15,5,0.16083824406035135,False
15,6,0.019472708202028437,False
15,7,0.11722782306944139,False
15,8,0.002784007248525518,False
15,9,0.00024340637529281288,False
15,10,0.48167771623045413,False
15,11,0.0011078886676843254,False
15,12,0.03253065620076226,False
15,13,0.08159243890857293,False
15,14,0.0017421568392109049,False
15,15,0.06972270162347727,True
15,16,0.8512217453489489,True
15,17,0.13047536046193836,True
15,18,0.6533971901889691,True
15,19,0.9832018606719489,True
15,20,0.7028887131854749,True
15,21,0.09346662310788048,True
15,22,0.633101089393194,True
15,23,0.479312933280665,True
15,24,0.6348958595162139,True
15,25,0.8156090964807373,True
15,26,0.5210991923380347,True
